"UF";"cod_mun";"NUM_2025.a";"DEN_2025.a";"NUM_2025";"DEN_2025";"RES_2025";"Alcançou a meta?";"RES";"METAS"
"SC";421770;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"SC";421775;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421780;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421790;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421795;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421800;51;67;4,25;5,58333333333333;0,761194029850746;"Não";76,1;"NÃO ALCANÇOU"
"SC";421810;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421820;128;128;10,6666666666667;10,6666666666667;1;"Sim";100;"ALCANÇOU"
"SC";421825;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421830;104;108;8,66666666666667;9;0,962962962962963;"Sim";96,3;"ALCANÇOU"
"SC";421835;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421840;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421850;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421860;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421870;251;271;20,9166666666667;22,5833333333333;0,92619926199262;"Sim";92,6;"ALCANÇOU"
"SC";421875;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421880;17;24;1,41666666666667;2;0,708333333333333;"Não";70,8;"NÃO ALCANÇOU"
"SC";421885;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421890;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421895;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421900;53;67;4,41666666666667;5,58333333333333;0,791044776119403;"Não";79,1;"NÃO ALCANÇOU"
"SC";421910;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421915;12;21;1;1,75;0,571428571428571;"Não";57,1;"NÃO ALCANÇOU"
"SC";421917;21;24;1,75;2;0,875;"Sim";87,5;"ALCANÇOU"
"SC";421920;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421930;35;48;2,91666666666667;4;0,729166666666667;"Não";72,9;"NÃO ALCANÇOU"
"SC";421935;9;12;0,75;1;0,75;"Não";75;"NÃO ALCANÇOU"
"SC";421940;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";421950;83;95;6,91666666666667;7,91666666666667;0,873684210526316;"Sim";87,4;"ALCANÇOU"
"SC";421960;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"SC";421970;26;36;2,16666666666667;3;0,722222222222222;"Não";72,2;"NÃO ALCANÇOU"
"SC";421985;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"SC";422000;48;48;4;4;1;"Sim";100;"ALCANÇOU"
"RS";430003;20;20;1,66666666666667;1,66666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430005;10;18;0,833333333333333;1,5;0,555555555555556;"Não";55,6;"NÃO ALCANÇOU"
"RS";430010;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430020;5;5;0,416666666666667;0,416666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430030;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430040;164;164;13,6666666666667;13,6666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430045;12;18;1;1,5;0,666666666666667;"Não";66,7;"NÃO ALCANÇOU"
"RS";430047;7;7;0,583333333333333;0,583333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430050;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430055;7;7;0,583333333333333;0,583333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430057;7;7;0,583333333333333;0,583333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430060;163;176;13,5833333333333;14,6666666666667;0,926136363636364;"Sim";92,6;"ALCANÇOU"
"RS";430063;20;20;1,66666666666667;1,66666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430064;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430066;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430070;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430080;19;27;1,58333333333333;2,25;0,703703703703704;"Não";70,4;"NÃO ALCANÇOU"
"RS";430085;22;27;1,83333333333333;2,25;0,814814814814815;"Sim";81,5;"ALCANÇOU"
"RS";430087;18;18;1,5;1,5;1;"Sim";100;"ALCANÇOU"
"RS";430090;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430100;40;43;3,33333333333333;3,58333333333333;0,930232558139535;"Sim";93;"ALCANÇOU"
"RS";430105;17;18;1,41666666666667;1,5;0,944444444444444;"Sim";94,4;"ALCANÇOU"
"RS";430107;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430110;18;18;1,5;1,5;1;"Sim";100;"ALCANÇOU"
"RS";430120;35;36;2,91666666666667;3;0,972222222222222;"Sim";97,2;"ALCANÇOU"
"RS";430130;36;36;3;3;1;"Sim";100;"ALCANÇOU"
"RS";430140;18;27;1,5;2,25;0,666666666666667;"Não";66,7;"NÃO ALCANÇOU"
"RS";430150;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430155;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430160;261;264;21,75;22;0,988636363636364;"Sim";98,9;"ALCANÇOU"
"RS";430163;41;42;3,41666666666667;3,5;0,976190476190476;"Sim";97,6;"ALCANÇOU"
"RS";430165;18;18;1,5;1,5;1;"Sim";100;"ALCANÇOU"
"RS";430170;9;12;0,75;1;0,75;"Não";75;"NÃO ALCANÇOU"
"RS";430175;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430180;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430185;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430187;0;0;0;0;;;;"NÃO ALCANÇOU"
"RS";430190;18;18;1,5;1,5;1;"Sim";100;"ALCANÇOU"
"RS";430192;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430195;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430200;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430205;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430210;190;252;15,8333333333333;21;0,753968253968254;"Não";75,4;"NÃO ALCANÇOU"
"RS";430215;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430220;12;20;1;1,66666666666667;0,6;"Não";60;"NÃO ALCANÇOU"
"RS";430222;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430223;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430225;6;6;0,5;0,5;1;"Sim";100;"ALCANÇOU"
"RS";430230;18;30;1,5;2,5;0,6;"Não";60;"NÃO ALCANÇOU"
"RS";430235;32;32;2,66666666666667;2,66666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430237;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430240;18;24;1,5;2;0,75;"Não";75;"NÃO ALCANÇOU"
"RS";430245;7;7;0,583333333333333;0,583333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430250;16;16;1,33333333333333;1,33333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430258;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430260;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430265;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430270;59;60;4,91666666666667;5;0,983333333333333;"Sim";98,3;"ALCANÇOU"
"RS";430280;48;72;4;6;0,666666666666667;"Não";66,7;"NÃO ALCANÇOU"
"RS";430290;7;12;0,583333333333333;1;0,583333333333333;"Não";58,3;"NÃO ALCANÇOU"
"RS";430300;75;96;6,25;8;0,78125;"Não";78,1;"NÃO ALCANÇOU"
"RS";430310;135;144;11,25;12;0,9375;"Sim";93,8;"ALCANÇOU"
"RS";430320;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"RS";430330;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430340;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430350;45;72;3,75;6;0,625;"Não";62,5;"NÃO ALCANÇOU"
"RS";430355;9;14;0,75;1,16666666666667;0,642857142857143;"Não";64,3;"NÃO ALCANÇOU"
"RS";430360;22;25;1,83333333333333;2,08333333333333;0,88;"Sim";88;"ALCANÇOU"
"RS";430367;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430370;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430380;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430390;131;131;10,9166666666667;10,9166666666667;1;"Sim";100;"ALCANÇOU"
"RS";430400;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430410;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430420;31;37;2,58333333333333;3,08333333333333;0,837837837837838;"Sim";83,8;"ALCANÇOU"
"RS";430430;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430435;53;54;4,41666666666667;4,5;0,981481481481482;"Sim";98,1;"ALCANÇOU"
"RS";430440;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"RS";430450;80;112;6,66666666666667;9,33333333333333;0,714285714285714;"Não";71,4;"NÃO ALCANÇOU"
"RS";430460;273;310;22,75;25,8333333333333;0,880645161290323;"Sim";88,1;"ALCANÇOU"
"RS";430461;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430462;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430463;28;77;2,33333333333333;6,41666666666667;0,363636363636364;"Não";36,4;"NÃO ALCANÇOU"
"RS";430465;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430466;48;48;4;4;1;"Sim";100;"ALCANÇOU"
"RS";430467;21;21;1,75;1,75;1;"Sim";100;"ALCANÇOU"
"RS";430468;5;8;0,416666666666667;0,666666666666667;0,625;"Não";62,5;"NÃO ALCANÇOU"
"RS";430469;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430470;47;156;3,91666666666667;13;0,301282051282051;"Não";30,1;"NÃO ALCANÇOU"
"RS";430471;10;10;0,833333333333333;0,833333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430480;23;32;1,91666666666667;2,66666666666667;0,71875;"Não";71,9;"NÃO ALCANÇOU"
"RS";430485;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430490;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430495;10;10;0,833333333333333;0,833333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430500;6;6;0,5;0,5;1;"Sim";100;"ALCANÇOU"
"RS";430510;400;404;33,3333333333333;33,6666666666667;0,99009900990099;"Sim";99;"ALCANÇOU"
"RS";430511;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430512;16;22;1,33333333333333;1,83333333333333;0,727272727272727;"Não";72,7;"NÃO ALCANÇOU"
"RS";430513;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430515;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430517;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430520;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430530;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430535;99;108;8,25;9;0,916666666666667;"Sim";91,7;"ALCANÇOU"
"RS";430537;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430540;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430543;15;16;1,25;1,33333333333333;0,9375;"Sim";93,8;"ALCANÇOU"
"RS";430544;10;10;0,833333333333333;0,833333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430545;46;48;3,83333333333333;4;0,958333333333333;"Sim";95,8;"ALCANÇOU"
"RS";430550;7;14;0,583333333333333;1,16666666666667;0,5;"Não";50;"NÃO ALCANÇOU"
"RS";430558;7;7;0,583333333333333;0,583333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430560;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430570;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430580;26;26;2,16666666666667;2,16666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430583;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430585;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430587;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430590;14;33;1,16666666666667;2,75;0,424242424242424;"Não";42,4;"NÃO ALCANÇOU"
"RS";430593;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430595;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430597;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430600;21;26;1,75;2,16666666666667;0,807692307692308;"Sim";80,8;"ALCANÇOU"
"RS";430605;26;27;2,16666666666667;2,25;0,962962962962963;"Sim";96,3;"ALCANÇOU"
"RS";430607;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430610;135;157;11,25;13,0833333333333;0,859872611464968;"Sim";86;"ALCANÇOU"
"RS";430613;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430620;11;16;0,916666666666667;1,33333333333333;0,6875;"Não";68,8;"NÃO ALCANÇOU"
"RS";430630;10;10;0,833333333333333;0,833333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430632;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430635;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430637;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430640;96;96;8;8;1;"Sim";100;"ALCANÇOU"
"RS";430642;3;3;0,25;0,25;1;"Sim";100;"ALCANÇOU"
"RS";430645;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430650;13;36;1,08333333333333;3;0,361111111111111;"Não";36,1;"NÃO ALCANÇOU"
"RS";430655;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430660;33;95;2,75;7,91666666666667;0,347368421052632;"Não";34,7;"NÃO ALCANÇOU"
"RS";430670;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430673;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430675;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430676;24;39;2;3,25;0,615384615384615;"Não";61,5;"NÃO ALCANÇOU"
"RS";430680;11;20;0,916666666666667;1,66666666666667;0,55;"Não";55;"NÃO ALCANÇOU"
"RS";430690;66;77;5,5;6,41666666666667;0,857142857142857;"Sim";85,7;"ALCANÇOU"
"RS";430692;20;20;1,66666666666667;1,66666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430693;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430695;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430697;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430700;103;112;8,58333333333333;9,33333333333333;0,919642857142857;"Sim";92;"ALCANÇOU"
"RS";430705;10;10;0,833333333333333;0,833333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430710;10;10;0,833333333333333;0,833333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430720;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430730;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430740;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430745;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430750;46;48;3,83333333333333;4;0,958333333333333;"Sim";95,8;"ALCANÇOU"
"RS";430755;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430760;81;83;6,75;6,91666666666667;0,975903614457831;"Sim";97,6;"ALCANÇOU"
"RS";430770;135;135;11,25;11,25;1;"Sim";100;"ALCANÇOU"
"RS";430780;30;34;2,5;2,83333333333333;0,882352941176471;"Sim";88,2;"ALCANÇOU"
"RS";430781;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"RS";430783;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430786;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430790;137;177;11,4166666666667;14,75;0,774011299435028;"Não";77,4;"NÃO ALCANÇOU"
"RS";430800;6;6;0,5;0,5;1;"Sim";100;"ALCANÇOU"
"RS";430805;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430807;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430810;12;17;1;1,41666666666667;0,705882352941177;"Não";70,6;"NÃO ALCANÇOU"
"RS";430820;56;56;4,66666666666667;4,66666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430825;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430830;60;60;5;5;1;"Sim";100;"ALCANÇOU"
"RS";430840;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430843;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430845;10;11;0,833333333333333;0,916666666666667;0,909090909090909;"Sim";90,9;"ALCANÇOU"
"RS";430850;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"RS";430860;32;32;2,66666666666667;2,66666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430865;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430870;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430880;9;15;0,75;1,25;0,6;"Não";60;"NÃO ALCANÇOU"
"RS";430885;9;18;0,75;1,5;0,5;"Não";50;"NÃO ALCANÇOU"
"RS";430890;26;32;2,16666666666667;2,66666666666667;0,8125;"Sim";81,2;"ALCANÇOU"
"RS";430900;12;18;1;1,5;0,666666666666667;"Não";66,7;"NÃO ALCANÇOU"
"RS";430905;7;7;0,583333333333333;0,583333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430910;68;90;5,66666666666667;7,5;0,755555555555556;"Não";75,6;"NÃO ALCANÇOU"
"RS";430912;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430915;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430920;240;240;20;20;1;"Sim";100;"ALCANÇOU"
"RS";430925;7;7;0,583333333333333;0,583333333333333;1;"Sim";100;"ALCANÇOU"
"RS";430930;104;104;8,66666666666667;8,66666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430940;54;54;4,5;4,5;1;"Sim";100;"ALCANÇOU"
"RS";430950;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430955;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430957;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";430960;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430965;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";430970;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430975;12;24;1;2;0,5;"Não";50;"NÃO ALCANÇOU"
"RS";430980;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430990;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";430995;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431000;49;52;4,08333333333333;4,33333333333333;0,942307692307692;"Sim";94,2;"ALCANÇOU"
"RS";431010;57;62;4,75;5,16666666666667;0,919354838709677;"Sim";91,9;"ALCANÇOU"
"RS";431020;164;168;13,6666666666667;14;0,976190476190476;"Sim";97,6;"ALCANÇOU"
"RS";431030;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431033;40;40;3,33333333333333;3,33333333333333;1;"Sim";100;"ALCANÇOU"
"RS";431036;15;16;1,25;1,33333333333333;0,9375;"Sim";93,8;"ALCANÇOU"
"RS";431040;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431041;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431043;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"RS";431046;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431050;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431053;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431055;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431057;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431060;64;64;5,33333333333333;5,33333333333333;1;"Sim";100;"ALCANÇOU"
"RS";431065;7;7;0,583333333333333;0,583333333333333;1;"Sim";100;"ALCANÇOU"
"RS";431070;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431075;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431080;48;48;4;4;1;"Sim";100;"ALCANÇOU"
"RS";431085;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431087;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431090;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431100;77;88;6,41666666666667;7,33333333333333;0,875;"Sim";87,5;"ALCANÇOU"
"RS";431110;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431112;6;6;0,5;0,5;1;"Sim";100;"ALCANÇOU"
"RS";431113;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431115;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431120;42;84;3,5;7;0,5;"Não";50;"NÃO ALCANÇOU"
"RS";431123;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431125;7;7;0,583333333333333;0,583333333333333;1;"Sim";100;"ALCANÇOU"
"RS";431127;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431130;82;98;6,83333333333333;8,16666666666667;0,836734693877551;"Sim";83,7;"ALCANÇOU"
"RS";431140;167;179;13,9166666666667;14,9166666666667;0,932960893854749;"Sim";93,3;"ALCANÇOU"
"RS";431142;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431150;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431160;8;16;0,666666666666667;1,33333333333333;0,5;"Não";50;"NÃO ALCANÇOU"
"RS";431162;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431164;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431170;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431171;8;17;0,666666666666667;1,41666666666667;0,470588235294118;"Não";47,1;"NÃO ALCANÇOU"
"RS";431173;7;7;0,583333333333333;0,583333333333333;1;"Sim";100;"ALCANÇOU"
"RS";431175;14;14;1,16666666666667;1,16666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431177;5;14;0,416666666666667;1,16666666666667;0,357142857142857;"Não";35,7;"NÃO ALCANÇOU"
"RS";431179;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431180;85;92;7,08333333333333;7,66666666666667;0,923913043478261;"Sim";92,4;"ALCANÇOU"
"RS";431190;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431198;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431200;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431205;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431210;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431213;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431215;12;20;1;1,66666666666667;0,6;"Não";60;"NÃO ALCANÇOU"
"RS";431217;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431220;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431225;16;16;1,33333333333333;1,33333333333333;1;"Sim";100;"ALCANÇOU"
"RS";431230;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431235;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431237;16;16;1,33333333333333;1,33333333333333;1;"Sim";100;"ALCANÇOU"
"RS";431238;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431240;47;59;3,91666666666667;4,91666666666667;0,796610169491525;"Não";79,7;"ALCANÇOU"
"RS";431242;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431244;0;0;0;0;;;;"NÃO ALCANÇOU"
"RS";431245;24;24;2;2;1;"Sim";100;"ALCANÇOU"
"RS";431247;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431250;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431260;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431261;6;6;0,5;0,5;1;"Sim";100;"ALCANÇOU"
"RS";431262;10;10;0,833333333333333;0,833333333333333;1;"Sim";100;"ALCANÇOU"
"RS";431265;33;48;2,75;4;0,6875;"Não";68,8;"NÃO ALCANÇOU"
"RS";431267;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431270;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
"RS";431275;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431280;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431290;31;32;2,58333333333333;2,66666666666667;0,96875;"Sim";96,9;"ALCANÇOU"
"RS";431295;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431300;7;7;0,583333333333333;0,583333333333333;1;"Sim";100;"ALCANÇOU"
"RS";431301;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431303;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431306;23;25;1,91666666666667;2,08333333333333;0,92;"Sim";92;"ALCANÇOU"
"RS";431308;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431310;10;16;0,833333333333333;1,33333333333333;0,625;"Não";62,5;"NÃO ALCANÇOU"
"RS";431320;86;86;7,16666666666667;7,16666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431330;56;56;4,66666666666667;4,66666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431333;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431335;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431337;47;48;3,91666666666667;4;0,979166666666667;"Sim";97,9;"ALCANÇOU"
"RS";431339;12;24;1;2;0,5;"Não";50;"NÃO ALCANÇOU"
"RS";431340;290;321;24,1666666666667;26,75;0,903426791277259;"Sim";90,3;"ALCANÇOU"
"RS";431342;12;12;1;1;1;"Sim";100;"ALCANÇOU"
"RS";431344;8;8;0,666666666666667;0,666666666666667;1;"Sim";100;"ALCANÇOU"
"RS";431346;9;9;0,75;0,75;1;"Sim";100;"ALCANÇOU"
